the_geom,dem,sec,ln,pan,pri,prd,pvem,pt,mc,na,morena,pes,ph,pt_mor_pes,pt_morena,pt_pes,mor_pes,pan_prd_mc,pan_prd,pan_mc,prd_mc,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,pes_p,ph_p,pt_mor_pes_p,pt_morena_p,pt_pes_p,mor_pes_P,pan_prd_mc_p,pan_prd_p,pan_mc_p,prd_mc_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_prd_mc,coal_morena_pt_pes,coal_pri,coal_pvem,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E6100000010000000103000000010000000E000000CC20EEC6BFCA58C0A45DAF600E5F3340533221EEC3CA58C0DDCCD513C85E33402AA9CBD7C8CA58C02644EEEA745E334017964660D2CA58C01FA60F15DD5D33408436320CC6CA58C092298923D25D33401F0739DCBACA58C03F4E4035C85D33401F7C0590B7CA58C0AE895E62DD5D334022289CBCA4CA58C09AAC2E46565E3340BDA834B88ECA58C0244E4AA7E35E334085238E5A91CA58C07BE8D7DAE55E3340B443C66A9BCA58C0C644C343EE5E3340DCEC1A8CA7CA58C03CE1CD66F85E334061EECF32B3CA58C01AC31BF8025F3340CC20EEC6BFCA58C0A45DAF600E5F3340,BENITO JUAREZ,4463,1669,603,127,29,47,18,18,9,292,12,23,9,4,0,3,13,3,3,0,2,17,1232,603,292,127,311,0.252435065,165,0.133928571,0.738166567,48.94%,10.31%,2.35%,3.81%,1.46%,1.46%,0.73%,23.70%,0.97%,1.87%,0.73%,0.32%,0.00%,0.24%,1.06%,0.24%,0.24%,0.00%,0.16%,1.38%,100.00%,48.94%,23.70%,10.31%,PAN,MORENA,PRI,54.30%,26.46%,10.31%,3.81%,5.11%,100.00%,54.30%,26.46%,10.31%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000110000002DD6E80516CB58C0EB0EFF5CB85E3340AFBC62A018CB58C093D86D418E5E3340A119D8591FCB58C09C839767215E33406CC03D9C11CB58C0EE2B8B35155E33408EAEC22903CB58C0D81CF462085E3340C125448AEACA58C0636BFA87F25D334017964660D2CA58C01FA60F15DD5D33402AA9CBD7C8CA58C02644EEEA745E334010675F8FD4CA58C0454E7D017F5E33407AD30DBAD5CA58C047C1A402805E33407AEB5544E1CA58C0ACE325F2895E33406A09DF53EDCA58C088E75254945E33404AE243DCF9CA58C0C23AEF1D9F5E334016292CD807CB58C0F9586F28AB5E3340205A807D0FCB58C00C4709FCB25E3340C69AFC5414CB58C09237C1F5B65E33402DD6E80516CB58C0EB0EFF5CB85E3340,BENITO JUAREZ,4464,1850,755,170,35,29,8,23,12,296,7,20,8,1,0,0,14,4,1,0,0,18,1401,755,296,170,459,0.327623126,126,0.08993576,0.757297297,53.89%,12.13%,2.50%,2.07%,0.57%,1.64%,0.86%,21.13%,0.50%,1.43%,0.57%,0.07%,0.00%,0.00%,1.00%,0.29%,0.07%,0.00%,0.00%,1.28%,100.00%,53.89%,21.13%,12.13%,PAN,MORENA,PRI,59.39%,22.34%,12.13%,2.07%,4.07%,100.00%,59.39%,22.34%,12.13%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000012000000ABC88E9D4FCB58C05950643C4E5E3340D6F6BC1954CB58C08F0CE114035E3340F71AE79558CB58C0C2865BEDB75D33408B8465E259CB58C0923D1946A85D3340BD36CA1A61CB58C0C971A883885D33407EE47E5D5DCB58C083055B43785D3340D4A412D55CCB58C0B53864B4805D3340C12F4C5659CB58C0A816EE24935D334039DD82C14ECB58C0798EF7AC8C5D33404D77966E42CB58C04AC361D0885D33405B15C19236CB58C053ADFF0A785D3340F40F67542ACB58C0500739BA665D33405C2EC86828CB58C0D6A6E8C68B5D3340A119D8591FCB58C09C839767215E3340BB63B35B2BCB58C0B887D68E2C5E3340B001F56A37CB58C06CDB83C2375E33403CB5569A43CB58C01E97FC13435E3340ABC88E9D4FCB58C05950643C4E5E3340,BENITO JUAREZ,4465,1116,445,106,12,17,13,14,9,179,10,12,2,0,0,0,4,0,0,0,0,16,839,445,179,106,266,0.3170441,73,0.087008343,0.751792115,53.04%,12.63%,1.43%,2.03%,1.55%,1.67%,1.07%,21.33%,1.19%,1.43%,0.24%,0.00%,0.00%,0.00%,0.48%,0.00%,0.00%,0.00%,0.00%,1.91%,100.00%,53.04%,21.33%,12.63%,PAN,MORENA,PRI,56.62%,23.12%,12.63%,2.03%,5.60%,100.00%,56.62%,23.12%,12.63%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001200000080B7591C5ACB58C075C3450DFF5E33400D16DFC260CB58C08857AEF0A55E3340EC3EB80858CB58C0667466169A5E3340F899171859CB58C0E70AFC0C8A5E3340CE3C43275CCB58C0D39FF4925A5E3340ABC88E9D4FCB58C05950643C4E5E33403CB5569A43CB58C01E97FC13435E3340B001F56A37CB58C06CDB83C2375E3340BB63B35B2BCB58C0B887D68E2C5E3340A119D8591FCB58C09C839767215E3340AFBC62A018CB58C093D86D418E5E33402DD6E80516CB58C0EB0EFF5CB85E33408BD565EF21CB58C0B0587A39C45E33407C5F51052ECB58C095EC2179D05E33402DA6430C3ACB58C0B7BDFB45DE5E33403CDA00DB45CB58C0EB814E8BEA5E334094FBE0E351CB58C0A0ACA008F75E334080B7591C5ACB58C075C3450DFF5E3340,BENITO JUAREZ,4466,1912,726,173,45,37,19,19,7,264,16,33,15,4,1,0,9,1,0,0,1,18,1388,726,264,173,462,0.332853026,91,0.06556196,0.725941423,52.31%,12.46%,3.24%,2.67%,1.37%,1.37%,0.50%,19.02%,1.15%,2.38%,1.08%,0.29%,0.07%,0.00%,0.65%,0.07%,0.00%,0.00%,0.07%,1.30%,100.00%,52.31%,19.02%,12.46%,PAN,MORENA,PRI,57.64%,21.76%,12.46%,2.67%,5.40%,99.93%,57.64%,21.76%,12.46%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000B00000099E04F7867CB58C0626E72DE665E3340F368A5876CCB58C0C433B8E0145E33409A9C3BB86CCB58C008AD68CD115E334056F5A9F170CB58C0EC6C8759CD5D3340BD36CA1A61CB58C0C971A883885D33408B8465E259CB58C0923D1946A85D3340F71AE79558CB58C0C2865BEDB75D3340D6F6BC1954CB58C08F0CE114035E3340ABC88E9D4FCB58C05950643C4E5E3340CE3C43275CCB58C0D39FF4925A5E334099E04F7867CB58C0626E72DE665E3340,BENITO JUAREZ,4467,895,318,89,14,18,5,15,3,131,9,6,4,1,0,0,8,1,1,0,0,6,629,318,131,89,187,0.297297297,42,0.066772655,0.702793296,50.56%,14.15%,2.23%,2.86%,0.79%,2.38%,0.48%,20.83%,1.43%,0.95%,0.64%,0.16%,0.00%,0.00%,1.27%,0.16%,0.16%,0.00%,0.00%,0.95%,100.00%,50.56%,20.83%,14.15%,PAN,MORENA,PRI,56.76%,22.42%,14.15%,2.86%,3.82%,100.00%,56.76%,22.42%,14.15%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000190000002AE3798D7ECB58C0BB0CD692225F3340F127C96485CB58C0056E8A38C85E3340B134A1E985CB58C0D587417BC15E33400F4DB0C088CB58C0AF5E0D3EC55E3340F69685438ECB58C01D33B9237E5E3340C8DF1D1692CB58C09AC6E585505E33400FBDFD4894CB58C00DE0A973305E3340E946FCC091CB58C07E59C9542B5E3340C101AC6C88CB58C0636D466F185E33405977480A82CB58C07BF7172B0B5E33409CB4362C7BCB58C05E830B16F85D334056F5A9F170CB58C0EC6C8759CD5D33409A9C3BB86CCB58C008AD68CD115E3340F368A5876CCB58C0C433B8E0145E334099E04F7867CB58C0626E72DE665E3340CE3C43275CCB58C0D39FF4925A5E3340F899171859CB58C0E70AFC0C8A5E3340EC3EB80858CB58C0667466169A5E33400D16DFC260CB58C08857AEF0A55E334080B7591C5ACB58C075C3450DFF5E3340C75B87E55DCB58C05398A0AF025F334042327FED63CB58C0516EEC4F085F33405357B8D968CB58C05E179E4E0D5F3340F3E417A472CB58C04F5DFC21175F33402AE3798D7ECB58C0BB0CD692225F3340,BENITO JUAREZ,4468,1573,528,144,25,30,16,19,9,311,8,24,5,1,0,2,6,0,0,0,0,32,1160,528,311,144,217,0.187068966,167,0.143965517,0.737444374,45.52%,12.41%,2.16%,2.59%,1.38%,1.64%,0.78%,26.81%,0.69%,2.07%,0.43%,0.09%,0.00%,0.17%,0.52%,0.00%,0.00%,0.00%,0.00%,2.76%,100.00%,45.52%,26.81%,12.41%,PAN,MORENA,PRI,49.83%,28.88%,12.41%,2.59%,6.29%,100.00%,49.83%,28.88%,12.41%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000002300000039A9206CE8CB58C07571FDF5135F334051A956A8E8CB58C0A9F30CCE105F3340AAD1DBF4E8CB58C0791D3ECA0C5F33402FE0F831E9CB58C0F6D9BB95095F3340ED443FFFE5CB58C0FEB2AFF5DE5E334037E4C1ACE0CB58C046DC9514985E3340ABC55CF8DCCB58C097CACAEC635E3340A425CDDDDBCB58C06245ED2C515E33408CA6A37BDCCB58C0927D19F84A5E33403E0DC26CDACB58C0A67E7BE7285E3340C5D1E0D2D6CB58C08EF67D8FFA5D3340D9ED0C41D6CB58C0CBCB735DF15D3340B25B04A9D5CB58C06B252CCCE35D3340E1F1E185D5CB58C0FCA3C30BCB5D334075689241D5CB58C007AA9B8BB35D334075CD0700CCCB58C0DF2E9484CA5D3340F7DA181ECACB58C07E82DF33C85D3340BBA1592FC8CB58C0E72E60EDC35D33408CB4B286C7CB58C02DBFC1AAC05D3340CAC019D6C5CB58C0578EEE4DB85D3340BB31DE2ABDCB58C0E215F3E3CB5D3340CE0E3F91BBCB58C0BE0324B0CD5D33400B129AE2B8CB58C06A2FBCCDC75D334065788AB6ACCB58C0172C43B6B85D33405B07E208A0CB58C071AE4DCEA95D334013C4AFD198CB58C0A30D2846FF5D3340CA164A4298CB58C0E8C5F571075E3340735D568995CB58C0BE5D8AC9255E33400FBDFD4894CB58C00DE0A973305E33406A2BADB8A2CB58C08A27F01D5B5E3340B437BB7DADCB58C066C58AB3825E3340280276DFBBCB58C0A7C58496A65E3340B73176C3C9CB58C05ACB0631C65E3340312E34B2DACB58C0F156D560F05E334039A9206CE8CB58C07571FDF5135F3340,BENITO JUAREZ,4469,940,416,75,18,10,8,12,3,111,5,7,1,0,0,3,1,0,1,0,0,9,680,416,111,75,305,0.448529412,36,0.052941176,0.723404255,61.18%,11.03%,2.65%,1.47%,1.18%,1.76%,0.44%,16.32%,0.74%,1.03%,0.15%,0.00%,0.00%,0.44%,0.15%,0.00%,0.15%,0.00%,0.00%,1.32%,100.00%,61.18%,16.32%,11.03%,PAN,MORENA,PRI,65.88%,18.09%,11.03%,1.47%,3.53%,100.00%,65.88%,18.09%,11.03%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000002000000000101832FCCB58C0A70DD776655F334087EEC9B3FFCB58C0F9C23BD95C5F3340CDCC4D4A01CC58C031C76FF2585F334062F66EA609CC58C0EC1907D3595F3340775AECEC0ACC58C09F0FD6A1325F334032ADEC1B0DCC58C0828B4987EF5E33405F1594B80DCC58C0399E26B9DC5E334004B021400FCC58C0967D3FB8AD5E3340653499A610CC58C03E3F09B0825E3340BE56B19A11CC58C03304A08F5E5E33402EB1804D13CC58C0C6FE18351E5E3340427B02ED14CC58C06484BE38E15D3340B98C50DC11CC58C0DE7FAA7DE05D33405177BF4710CC58C0FA3117851B5E3340D109E25E07CC58C0008ED2B5155E33405EE59C0C00CC58C0AB83A8EF105E33408252E177F3CB58C03C9BDAF7065E33408463D330EECB58C04036A7AE045E33404A3831CDE6CB58C04698497B015E3340C5D1E0D2D6CB58C08EF67D8FFA5D33403E0DC26CDACB58C0A67E7BE7285E33408CA6A37BDCCB58C0927D19F84A5E3340A425CDDDDBCB58C06245ED2C515E3340ABC55CF8DCCB58C097CACAEC635E334037E4C1ACE0CB58C046DC9514985E3340ED443FFFE5CB58C0FEB2AFF5DE5E33402FE0F831E9CB58C0F6D9BB95095F3340AAD1DBF4E8CB58C0791D3ECA0C5F334051A956A8E8CB58C0A9F30CCE105F334039A9206CE8CB58C07571FDF5135F3340269ED4B5F3CB58C0535A40A7355F334000101832FCCB58C0A70DD776655F3340,BENITO JUAREZ,4470,1293,496,123,19,34,13,12,7,232,8,20,6,2,0,0,8,2,0,0,0,28,1010,496,232,123,264,0.261386139,109,0.107920792,0.781129157,49.11%,12.18%,1.88%,3.37%,1.29%,1.19%,0.69%,22.97%,0.79%,1.98%,0.59%,0.20%,0.00%,0.00%,0.79%,0.20%,0.00%,0.00%,0.00%,2.77%,100.00%,49.11%,22.97%,12.18%,PAN,MORENA,PRI,53.17%,25.05%,12.18%,3.37%,6.24%,100.00%,53.17%,25.05%,12.18%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000002C000000C5E3540841CC58C06D1B2E846F5F3340C892B87546CC58C0CAA3953D675F3340D192CFE046CC58C0427EFA89665F3340456C942A47CC58C072B3410E665F3340E669C59247CC58C0A0FB825F655F3340C81A241F48CC58C0CBEE1674645F3340BB36697945CC58C03718DB024E5F33404474812845CC58C0281DC62D485F3340C55B1A0244CC58C06F7BA6F4325F3340086D2C1F44CC58C015E660BD175F3340909DD24845CC58C010CB14FDEE5E334096D58E0646CC58C0AE2A0014D35E3340DFCF4AC446CC58C0696AEB2AB75E33404DC8FEFF46CC58C0A247A8A5955E3340338BF9D446CC58C0F006FC04935E334094F0008945CC58C07F183CBE7E5E3340B4A583CD44CC58C0AB4A345E735E3340BBF1356040CC58C0B7546FCB495E3340020B3A8B3DCC58C075705667365E334048D39B9B3CCC58C0910CEC09375E3340ECE86EB63BCC58C0F4E2D7CE365E3340CB782B2E3BCC58C01F4FB7AB365E33409D3B22E539CC58C0A8524AF0355E33409781B63035CC58C0D1AABA9F325E334022A53A5434CC58C085DB8874535E334041B2734E33CC58C026B54FBF765E3340CC4D86A026CC58C060DEEE08705E3340B67F7DCD25CC58C077FD77D9755E3340016C7EA325CC58C096E40D1C7C5E334013F8221D25CC58C097C4E57D835E33406538B18B23CC58C061D87A348F5E3340673A69D420CC58C05FDDDA7DA35E3340BD169F7F1FCC58C05D58CF2DB65E3340653499A610CC58C03E3F09B0825E334004B021400FCC58C0967D3FB8AD5E33405F1594B80DCC58C0399E26B9DC5E334032ADEC1B0DCC58C0828B4987EF5E3340775AECEC0ACC58C09F0FD6A1325F334062F66EA609CC58C0EC1907D3595F3340E8AD42ED08CC58C0EEC14BFE645F334096BC249D22CC58C0DF071C4B6A5F334076FD518429CC58C029C5BFE76B5F334036DC53133ECC58C07BEAFED66E5F3340C5E3540841CC58C06D1B2E846F5F3340,BENITO JUAREZ,4471,1705,479,130,36,38,16,17,13,415,17,32,4,3,0,2,12,1,3,0,0,30,1248,479,415,130,64,0.051282051,285,0.228365385,0.731964809,38.38%,10.42%,2.88%,3.04%,1.28%,1.36%,1.04%,33.25%,1.36%,2.56%,0.32%,0.24%,0.00%,0.16%,0.96%,0.08%,0.24%,0.00%,0.00%,2.40%,100.00%,38.38%,33.25%,10.42%,PAN,MORENA,PRI,43.91%,35.26%,10.42%,3.04%,7.37%,100.00%,43.91%,35.26%,10.42%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000026000000BD169F7F1FCC58C05D58CF2DB65E3340673A69D420CC58C05FDDDA7DA35E33406538B18B23CC58C061D87A348F5E334013F8221D25CC58C097C4E57D835E3340016C7EA325CC58C096E40D1C7C5E3340B67F7DCD25CC58C077FD77D9755E3340CC4D86A026CC58C060DEEE08705E334041B2734E33CC58C026B54FBF765E334022A53A5434CC58C085DB8874535E33409781B63035CC58C0D1AABA9F325E33409D3B22E539CC58C0A8524AF0355E3340CB782B2E3BCC58C01F4FB7AB365E3340ECE86EB63BCC58C0F4E2D7CE365E334048D39B9B3CCC58C0910CEC09375E3340020B3A8B3DCC58C075705667365E33406A4DA11439CC58C0DF5796C7165E334065A67EC836CC58C0D10705D0025E334000B311BC35CC58C02398FBF6F25D33407A08248135CC58C04D73537CEF5D3340D951E58535CC58C077886A3CEC5D33401BAED02835CC58C0C9481D7ADC5D33400C09DCFF35CC58C0F9FC2882BE5D3340C7F6918836CC58C03E066E1AAB5D334058D85C6D37CC58C0B3C2A1A08A5D33402D43CEE738CC58C00F7DA0DB645D33403243AEFF3BCC58C0B6C573D3155D33406034211C3ACC58C09A5F028F135D33408D42C12E38CC58C00AAB13B4105D3340F677C4102CCC58C054482DB3025D334008C956CD1CCC58C011E0E64AF45C33408CDEDF161CCC58C0923DAB9EF35C334075C6610119CC58C0CB5DD5DB595D3340BA8D09F916CC58C044AAF83D9D5D3340427B02ED14CC58C06484BE38E15D33402EB1804D13CC58C0C6FE18351E5E3340BE56B19A11CC58C03304A08F5E5E3340653499A610CC58C03E3F09B0825E3340BD169F7F1FCC58C05D58CF2DB65E3340,BENITO JUAREZ,4472,1777,678,113,31,40,17,13,14,377,13,23,10,1,0,0,16,2,1,0,4,19,1372,678,377,113,301,0.219387755,264,0.192419825,0.772087788,49.42%,8.24%,2.26%,2.92%,1.24%,0.95%,1.02%,27.48%,0.95%,1.68%,0.73%,0.07%,0.00%,0.00%,1.17%,0.15%,0.07%,0.00%,0.29%,1.38%,100.00%,49.42%,27.48%,8.24%,PAN,MORENA,PRI,54.01%,29.52%,8.24%,2.92%,5.32%,100.00%,54.01%,29.52%,8.24%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001F0000005177BF4710CC58C0FA3117851B5E3340B98C50DC11CC58C0DE7FAA7DE05D3340427B02ED14CC58C06484BE38E15D3340BA8D09F916CC58C044AAF83D9D5D334075C6610119CC58C0CB5DD5DB595D33408CDEDF161CCC58C0923DAB9EF35C3340A5B418FF1ACC58C0FBD9A96DF35C33404B8B51E719CC58C0745BA83CF35C3340EFBD163119CC58C0E07F3D15F35C33401652C44A18CC58C07B2470E3F25C33408E6808AC11CC58C0526B2EB4F25C3340C28D553407CC58C0D828CB63105D3340EB77E2DFFECB58C0B3207283285D334087E0F77FF3CB58C0721C6174495D334044D0A118F2CB58C09ADE1D874D5D3340C44448DCDECB58C0EAA4C6B7845D3340A4D5B83DDACB58C0CB0DF270925D3340244481F9DACB58C03A118E809C5D3340BF9CEC08DACB58C0C649627FA55D3340B6D42894D9CB58C0CDE20CDDA95D334075689241D5CB58C007AA9B8BB35D3340E1F1E185D5CB58C0FCA3C30BCB5D3340B25B04A9D5CB58C06B252CCCE35D3340D9ED0C41D6CB58C0CBCB735DF15D3340C5D1E0D2D6CB58C08EF67D8FFA5D33404A3831CDE6CB58C04698497B015E33408463D330EECB58C04036A7AE045E33408252E177F3CB58C03C9BDAF7065E33405EE59C0C00CC58C0AB83A8EF105E3340D109E25E07CC58C0008ED2B5155E33405177BF4710CC58C0FA3117851B5E3340,BENITO JUAREZ,4473,1414,548,125,21,33,12,10,8,224,8,12,8,0,0,0,5,6,0,0,0,20,1040,548,224,125,324,0.311538462,99,0.095192308,0.735502122,52.69%,12.02%,2.02%,3.17%,1.15%,0.96%,0.77%,21.54%,0.77%,1.15%,0.77%,0.00%,0.00%,0.00%,0.48%,0.58%,0.00%,0.00%,0.00%,1.92%,100.00%,52.69%,21.54%,12.02%,PAN,MORENA,PRI,56.73%,23.46%,12.02%,3.17%,4.62%,100.00%,56.73%,23.46%,12.02%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000280000000FBDFD4894CB58C00DE0A973305E3340735D568995CB58C0BE5D8AC9255E3340CA164A4298CB58C0E8C5F571075E334013C4AFD198CB58C0A30D2846FF5D33405B07E208A0CB58C071AE4DCEA95D334098F12F31A5CB58C0A11F89E46A5D33408CB54177A7CB58C089A99C9B4B5D3340D296343CA8CB58C0B869B238435D33403FF770D3B0CB58C02DDE4B71D65C334004CE0B80B1CB58C0273CA2A7CC5C334094070C26B3CB58C0F55A9A8CB35C3340A7876AF4B0CB58C043C9F90CBB5C33406C27D9BBAECB58C07B8901DBC25C3340C3427D1D9ECB58C0691CB175D85C33403BA87FAE99CB58C0353CE62ADD5C33401B263E048FCB58C08B989DDEDD5C33404A35DEE088CB58C0E2AAC090DC5C334043FEBA5186CB58C0D4547E30DF5C33401E04BEDD83CB58C0A4733A48E25C33406A1156E881CB58C0ECEAB8E8E55C3340ABD1180580CB58C0157A23CFEA5C3340965055587DCB58C05D43FC97F45C3340D58DC02C7CCB58C00077BB81F95C3340F6336B0E7BCB58C092629120FE5C3340F0C0E2E178CB58C09BEAB1C6075D33408D984B3878CB58C0DBEC29350C5D334091FE5E5A75CB58C0E5AC64A71D5D3340C7EDFE6372CB58C0C96EA4882A5D334054F3B9886FCB58C03D767747375D3340BB18739C68CB58C041D344C5515D33409E91246F61CB58C02F8204566A5D334002599D1D5FCB58C0C27B8A45725D33407EE47E5D5DCB58C083055B43785D3340BD36CA1A61CB58C0C971A883885D334056F5A9F170CB58C0EC6C8759CD5D33409CB4362C7BCB58C05E830B16F85D33405977480A82CB58C07BF7172B0B5E3340C101AC6C88CB58C0636D466F185E3340E946FCC091CB58C07E59C9542B5E33400FBDFD4894CB58C00DE0A973305E3340,BENITO JUAREZ,4474,693,258,77,11,14,9,6,7,93,2,10,4,0,0,0,4,1,0,0,0,6,502,258,93,77,165,0.328685259,16,0.03187251,0.724386724,51.39%,15.34%,2.19%,2.79%,1.79%,1.20%,1.39%,18.53%,0.40%,1.99%,0.80%,0.00%,0.00%,0.00%,0.80%,0.20%,0.00%,0.00%,0.00%,1.20%,100.00%,51.39%,18.53%,15.34%,PAN,MORENA,PRI,55.78%,21.12%,15.34%,2.79%,4.98%,100.00%,55.78%,21.12%,15.34%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000019000000C12F4C5659CB58C0A816EE24935D3340D4A412D55CCB58C0B53864B4805D33407EE47E5D5DCB58C083055B43785D3340FBEE93C855CB58C052F0C1345B5D334055157AFC4CCB58C03F5B817D395D3340010327592FCB58C0426712E6C75C3340EF2FF1762BCB58C0972BF5A8BA5C3340B37AE40829CB58C04914343FAF5C33405124B46D1ECB58C0EED1A27B705C33403FBC5AD11CCB58C000C6ABC3745C3340F6737EDA1BCB58C097E9D453775C334025BEB20F0BCB58C0E52AFC15B25C3340AFF130E901CB58C072584F24D25C3340FFB0347200CB58C0CE1AF644D75C3340C18689EEFBCA58C001351F38F75C3340DCF9BC55FBCA58C01D67846EFC5C3340503D57A1F7CA58C06553D9C81C5D3340FDF261440FCB58C01123A5643E5D3340D27306F10BCB58C0021E7013725D33405C2EC86828CB58C0D6A6E8C68B5D3340F40F67542ACB58C0500739BA665D33405B15C19236CB58C053ADFF0A785D33404D77966E42CB58C04AC361D0885D334039DD82C14ECB58C0798EF7AC8C5D3340C12F4C5659CB58C0A816EE24935D3340,BENITO JUAREZ,4475,2248,968,181,29,32,16,44,10,331,12,17,2,3,0,0,18,2,0,0,1,22,1688,968,331,181,637,0.377369668,150,0.088862559,0.75088968,57.35%,10.72%,1.72%,1.90%,0.95%,2.61%,0.59%,19.61%,0.71%,1.01%,0.12%,0.18%,0.00%,0.00%,1.07%,0.12%,0.00%,0.00%,0.06%,1.30%,100.00%,57.35%,19.61%,10.72%,PAN,MORENA,PRI,62.86%,20.85%,10.72%,1.90%,3.67%,100.00%,62.86%,20.85%,10.72%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F000000A119D8591FCB58C09C839767215E33405C2EC86828CB58C0D6A6E8C68B5D3340D27306F10BCB58C0021E7013725D3340FDF261440FCB58C01123A5643E5D3340503D57A1F7CA58C06553D9C81C5D3340C6D11CC6EBCA58C0C6AF447A0B5D3340CAF77E92DFCA58C0FD08EF75F95C3340714693F1D1CA58C049AC79BD3F5D33401F0739DCBACA58C03F4E4035C85D33408436320CC6CA58C092298923D25D334017964660D2CA58C01FA60F15DD5D3340C125448AEACA58C0636BFA87F25D33408EAEC22903CB58C0D81CF462085E33406CC03D9C11CB58C0EE2B8B35155E3340A119D8591FCB58C09C839767215E3340,BENITO JUAREZ,4476,2451,997,208,27,54,22,23,16,378,12,32,9,2,0,2,19,4,2,0,0,32,1839,997,378,208,619,0.336595976,170,0.092441544,0.750305998,54.21%,11.31%,1.47%,2.94%,1.20%,1.25%,0.87%,20.55%,0.65%,1.74%,0.49%,0.11%,0.00%,0.11%,1.03%,0.22%,0.11%,0.00%,0.00%,1.74%,100.00%,54.21%,20.55%,11.31%,PAN,MORENA,PRI,58.29%,22.46%,11.31%,2.94%,5.00%,100.00%,58.29%,22.46%,11.31%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001A000000503D57A1F7CA58C06553D9C81C5D3340DCF9BC55FBCA58C01D67846EFC5C3340C18689EEFBCA58C001351F38F75C3340FFB0347200CB58C0CE1AF644D75C3340AFF130E901CB58C072584F24D25C334025BEB20F0BCB58C0E52AFC15B25C3340F6737EDA1BCB58C097E9D453775C33403FBC5AD11CCB58C000C6ABC3745C33405124B46D1ECB58C0EED1A27B705C3340712BE7F21CCB58C0B5441976695C33407D84B4371ACB58C0FBFD28805C5C3340825ACABE17CB58C0C164BC2D535C33401E2E56B911CB58C0ED0FB41F3D5C3340466A223B09CB58C02026B4D8275C33407689ACD1FECA58C08EF80AD10E5C33406529177DFECA58C0885CF962125C334051428609FECA58C01840AC43175C3340C5A625BAFDCA58C03B9F599D1A5C3340E774C04BF7CA58C0AC71A6D24A5C33405281DB1BF3CA58C0289A6BCF6C5C3340A685837BF0CA58C0DBF93DB8845C33405831274AEDCA58C0A37137C9A15C3340B99A928EE6CA58C0FF1986DCD85C3340CAF77E92DFCA58C0FD08EF75F95C3340C6D11CC6EBCA58C0C6AF447A0B5D3340503D57A1F7CA58C06553D9C81C5D3340,BENITO JUAREZ,4477,1532,605,135,26,28,12,16,7,267,7,27,7,2,0,1,11,5,3,0,0,12,1171,605,267,135,338,0.288642186,132,0.112724167,0.764360313,51.67%,11.53%,2.22%,2.39%,1.02%,1.37%,0.60%,22.80%,0.60%,2.31%,0.60%,0.17%,0.00%,0.09%,0.94%,0.43%,0.26%,0.00%,0.00%,1.02%,100.00%,51.67%,22.80%,11.53%,PAN,MORENA,PRI,56.87%,24.68%,11.53%,2.39%,4.53%,100.00%,56.87%,24.68%,11.53%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
